time	acceleration
48.56	-0.0057103197
48.58	-0.0050984998
48.60	-0.0043847100
48.62	-0.0034669800
48.64	-0.0023453099
48.66	-0.0013256099
48.68	-0.0002039400
48.70	0.0010197000
48.72	0.0017334900
48.74	0.0009177299
48.76	0.0003059100
48.78	-0.0005098500
48.80	-0.0014275799
48.82	-0.0007137900
48.84	0.0006118200
48.86	0.0016315200
48.88	0.0013256099
48.90	0.0012236400
48.92	0.0008157600
48.94	0.0005098500
48.96	0.0000000000
48.98	0.0002039400
49.00	0.0009177299
49.02	0.0014275799
49.04	0.0021413698
49.06	0.0022433400
49.08	0.0010197000
49.10	0.0000000000
49.12	-0.0012236400
49.14	-0.0024472800
49.16	-0.0024472800
49.18	-0.0019374299
49.20	-0.0016315200
49.22	-0.0018354599
49.24	-0.0022433400
49.26	-0.0027531900
49.28	-0.0030590999
49.30	-0.0026512198
49.32	-0.0022433400
49.34	-0.0022433400
49.36	-0.0032630399
49.38	-0.0041807698
49.40	-0.0052004697
49.42	-0.0046906197
49.44	-0.0043847100
49.46	-0.0038748598
49.48	-0.0032630399
49.50	-0.0026512198
49.52	-0.0020393999
49.54	-0.0019374299
49.56	-0.0018354599
49.58	-0.0015295499
49.60	0.0013256099
49.62	0.0041807698
49.64	0.0068319896
49.66	0.0071378998
49.68	0.0077497196
49.70	0.0079536599
49.72	0.0081575997
49.74	0.0082595701
49.76	0.0085654793
49.78	0.0079536599
49.80	0.0062201697
49.82	0.0048945600
49.84	0.0031610698
49.86	0.0029571300
49.88	0.0030590999
49.90	0.0032630399
49.92	0.0035689499
49.94	0.0037728899
49.96	0.0024472800
49.98	0.0007137900
50.00	-0.0008157600
50.02	-0.0028551599
50.04	-0.0035689499
50.06	-0.0022433400
50.08	-0.0013256099
50.10	0.0001019700
50.12	0.0003059100
50.14	0.0001019700
50.16	-0.0001019700
50.18	-0.0005098500
50.20	-0.0008157600
50.22	-0.0011216700
50.24	-0.0015295499
50.26	-0.0012236400
50.28	-0.0008157600
50.30	-0.0004078800
50.32	0.0001019700
50.34	0.0005098500
50.36	0.0008157600
50.38	0.0008157600
50.40	0.0009177299
50.42	0.0010197000
50.44	0.0022433400
50.46	0.0033650098
50.48	0.0046906197
50.50	0.0060162299
50.52	0.0073418396
50.54	0.0080556298
50.56	0.0063221396
50.58	0.0050984998
50.60	0.0032630399
50.62	0.0016315200
50.64	-0.0004078800
50.66	0.0000000000
50.68	0.0030590999
50.70	0.0053024396
50.72	0.0088713895
50.74	0.0083615395
50.76	0.0031610698
50.78	-0.0002039400
50.80	-0.0063221396
50.82	-0.0028551599
50.84	0.0059142600
50.86	0.0132561000
50.88	0.0225353700
50.90	0.0188644490
50.92	0.0095851793
50.94	0.0092792701
50.96	0.0078516895
50.98	0.0091772997
51.00	0.0016315200
51.02	-0.0085654793
51.04	-0.0203939990
51.06	-0.0150915600
51.08	-0.0007137900
51.10	0.0109107890
51.12	0.0100950290
51.14	0.0048945600
51.16	0.0003059100
51.18	-0.0070359299
51.20	-0.0109107890
51.22	-0.0015295499
51.24	0.0070359299
51.26	0.0140718600
51.28	0.0068319896
51.30	0.0020393999
51.32	0.0035689499
51.34	0.0091772997
51.36	0.0087694201
51.38	0.0053024396
51.40	0.0024472800
51.42	0.0016315200
51.44	0.0013256099
51.46	-0.0011216700
51.48	-0.0034669800
51.50	-0.0068319896
51.52	-0.0055063799
51.54	-0.0020393999
51.56	0.0014275799
51.58	0.0048945600
51.60	0.0098910895
51.62	0.0059142600
51.64	-0.0048945600
51.66	-0.0121344290
51.68	-0.0096871497
51.70	-0.0061181998
51.72	-0.0024472800
51.74	0.0032630399
51.76	0.0038748598
51.78	0.0014275799
51.80	-0.0001019700
51.82	-0.0007137900
51.84	0.0006118200
51.86	0.0010197000
51.88	0.0024472800
51.90	0.0013256099
51.92	0.0004078800
51.94	-0.0008157600
51.96	-0.0027531900
51.98	-0.0056083498
52.00	-0.0085654793
52.02	-0.0094832099
52.04	-0.0062201697
52.06	-0.0036709198
52.08	-0.0002039400
52.10	0.0033650098
52.12	0.0037728899
52.14	-0.0014275799
52.16	-0.0045886498
52.18	-0.0105029100
52.20	-0.0078516895
52.22	-0.0023453099
52.24	0.0031610698
52.26	0.0041807698
52.28	0.0026512198
52.30	0.0013256099
52.32	0.0015295499
52.34	0.0062201697
52.36	0.0074438099
52.38	0.0075457798
52.40	0.0077497196
52.42	0.0074438099
52.44	0.0072398697
52.46	0.0058122896
52.48	0.0038748598
52.50	0.0021413698
52.52	-0.0002039400
52.54	-0.0033650098
52.56	-0.0065260799
52.58	-0.0069339600
52.60	-0.0052004697
52.62	-0.0055063799
52.64	-0.0055063799
52.66	-0.0058122896
52.68	-0.0033650098
52.70	0.0000000000
52.72	0.0033650098
52.74	0.0071378998
52.76	0.0097891200
52.78	0.0086674497
52.80	0.0081575997
52.82	0.0069339600
52.84	0.0076477497
52.86	0.0078516895
52.88	0.0086674497
52.90	0.0062201697
52.92	0.0037728899
52.94	0.0007137900
52.96	-0.0001019700
52.98	0.0004078800
53.00	0.0005098500
53.02	-0.0010197000
53.04	-0.0029571300
53.06	-0.0046906197
53.08	-0.0070359299
53.10	-0.0066280498
53.12	-0.0044866799
53.14	-0.0028551599
53.16	-0.0007137900
53.18	-0.0023453099
53.20	-0.0033650098
53.22	-0.0052004697
53.24	-0.0061181998
53.26	-0.0057103197
53.28	-0.0055063799
53.30	-0.0050984998
53.32	-0.0067300197
53.34	-0.0092792701
53.36	-0.0116245790
53.38	-0.0142758000
53.40	-0.0140718600
53.42	-0.0142758000
53.44	-0.0123383700
53.46	-0.0097891200
53.48	-0.0075457798
53.50	-0.0046906197
53.52	-0.0034669800
53.54	-0.0042827397
53.56	-0.0045886498
53.58	-0.0056083498
53.60	-0.0064241100
53.62	-0.0073418396
53.64	-0.0081575997
53.66	-0.0074438099
53.68	-0.0053024396
53.70	-0.0037728899
53.72	-0.0026512198
53.74	-0.0014275799
